artist,song_title,lyrics
MC Paulin da Capital,Morena,"diretamente, studios love funk\ne aí, dj gm?\nque é o mandrake, mandrake na voz\nesse pezinho 35 que me deixa louco\ne essa covinha no sorriso, sorriso maroto\nela não anda, ela desfila e desfila com gosto\nessa é daquelas, quando passa, tu quebra o pescoço\nessa garota é maloqueira\nbota a juliet, mistura a maria gueixa\ntattoo e marquinha, ela tá demais\ntá demais\nvai, morena\ndeixa esse cabelo solto\njoga a maquiagem, tá ficando plena\nolha esse rebolado\nme deixou pirado e tá roubando a cena\ngosta do que é pеrigoso\neu vou jogar seu jogo\nporque eu sou problеma\nnão mexe comigo não\nvai, morena\ndeixa esse cabelo solto\njoga a maquiagem, tá ficando plena\nolha esse rebolado\nme deixou pirado e tá roubando a cena\ngosta do que é perigoso\neu vou jogar seu jogo\nporque eu sou problema\nnão mexe comigo não\nque é o dj gm\no melhor de são paulo (pra, pra)\nmorena, morena\nmorena, morena\nmorena\nmorena, ai, ai\nmorena, morena\nmorena, morena\nmorena\nmorena, ai, ai\nesse pezinho 35 que me deixa louco\ne essa covinha no sorriso, sorriso maroto\nela não anda, ela desfila e desfila com gosto\nessa é daquelas, quando passa, tu quebra o pescoço\nessa garota é maloqueira\nbota a juliet, mistura a maria gueixa\ntattoo e marquinha, ela tá demais\ntá demais\nvai, morena\ndeixa esse cabelo solto\njoga a maquiagem, tá ficando plena\nolha esse rebolado\nme deixou pirado e tá roubando a cena\ngosta do que é perigoso\neu vou jogar seu jogo\nporque eu sou problema\nnão mexe comigo não\nvai, morena\ndeixa esse cabelo solto\njoga a maquiagem, tá ficando plena\nolha esse rebolado\nme deixou pirado e tá roubando a cena\ngosta do que é perigoso\neu vou jogar seu jogo\nporque eu sou problema\nnão mexe comigo não\nque é o dj gm\no melhor de são paulo (pra, pra)\nmorena, morena\nmorena, morena\nmorena\nmorena, ai, ai\nmorena, morena\nmorena, morena\nmorena\nmorena, ai, ai\nfim da quarentena, uh\n"
MC Paulin da Capital,Nada É Por Acaso,"e aí dj gm, é o mandrake, mandrake na voz!\nnada é por acaso, eu fui escolhido\ntá tudo anotado, no livro sagrado da vida!\nquem planta o bem semeia uma boa colheita\ne se correr com o certo vai ter vida rica\ntô feliz, tô firmão minha família bem\nfico besta quando vejo meu pai de lacoste\nminha mãe igual madame, roupas da balmain\nlinda e elegante, com cara de deboche\nvê se pode no banco da porsche\ndesfrutar felicidade dessa panamera\nmodelo 2022 é tapa na orelha\nhoje é teto solar, mas já foi de goteira \nvê se pode no banco da porsche\ndesfrutar felicidade dessa panamera\nmodelo 2022 é tapa na orelha\nhoje é teto solar, mas já foi de goteira \nolha onde os maloka chegou\nfoi tão difícil, mas consegui\neu sei que o tempo é professor\nse não correr atrás não vai vir \nolha onde os maloka chegou\nfoi tão difícil, mas consegui\neu sei que o tempo é professor\nse não correr atrás não vai vir \nnão, não, não vai vir\nnão, não, não vai vir\nnão, não, não vai vir\nnão, não, não vai vir\nnão, não, não vai vir\nnão, não, não vai vir\nnão, não, não vai vir\nnão, não, não, não vai vir\n"
MC Paulin da Capital,"Set DJ GM 4.0 (part. MC's Lipi, Lele JP, Nathan ZK, Ryan SP, Nego do Borel, Piedro e Theus)","[mc lipi]\ntipo ilusão de ótica\nquando avistei essa mina gostosa\neita mina perigosa\noloco, será que ela me namora?\nela é da favela e eu moro lá no morro\nela usa prata e eu uso ouro\nque coincidência né? pois é\nencontrei a mina ralé\neu encontrei a mina ralé, a mina ralé\neu encontrei minha futura mulher \neu encontrei a mina ralé, a mina ralé\neu encontrei minha futura mulher \n[mc piedro]\nela é empoderada\nparece que a pele dela brilha como a lua\nfica mais linda e mais bela quando fica nua\npequena sereia se perdeu pelo pirata de rua\né o pirata da rua\nquantas vidas eu esperei pra poder te reencontrar\no que deus criou, uniu, viveu\nninguém vai separar\nninguém me separa da minha linda\nnão, não\nela é muita linda, linda, linda\nusa pouca roupa, roupa, roupa\nquando ela passa, passa, passa\ndá água na boca, boca, boca\nela é muita linda, linda, linda\nusa pouca roupa, roupa, roupa\nquando ela passa, passa, passa\ndá água na boca, boca, boca\n[mc paulin da capital]\né o dj gm 4. 0\né o mandrake mandrake na voz\nessa garota tá tirando onda\né o desespero de qualquer rapaz\ninteligente, tem uma sportage\né bem resolvida, não anda pra trás\nmandraka, personalidade forte\nse destaca, porque ela vai no corre\nnatural como a luz do dia ela vem, vem, vem\ntoda de vermelho, fica horas na frente do espelho\nse troca, se troca e nunca tá bom\nmexe no cabelo, mexe no batom\ntira hugo boss, põe louis vuitton\nnatural como a luz do dia ela vem, vem, vem\ntoda de vermelho, fica horas na frente do espelho\nse troca, se troca e nunca tá bom\nmexe no cabelo, mexe no batom\ntira hugo boss, põe louis vuitton\n[mc lele jp]\nela para tudo, ai que tudo\ndesse jeitinho tu chapa o pretão\nabsurdo, ela é muito\nmuita areia pro seu caminhão\ntoda de sal e pimenta, chega roubando a cena\nvem de bizinha vermelha, olha o cabelão da morena\nsem piadinha, respeita (shh)\nela adora uma encrenca, vai\nnega, chama no problema\ne não esquenta a cabeça\ndeixa ela quebrar, deixa ela dançar\ndeixa ela viver, deixa ela causar\ndeixa ela quebrar, deixa ela dançar\ndeixa ela viver, deixa ela causar\n[mc nathan zk]\nse sai da boca dela que ela não me quer\ncomo sempre fui um bom rapaz\nvou atrás da bela, atravesso ilhabela e acendo uma vela pra comigo ficar jaz\neu sou a fera no pique favela\nchaveando tudo e ela querendo mais\ne a bela tá\nmó chave, de darth, e as paty\nqueria tá no seu lugar\nbeldade, maldade\nquebrando tudo, deixa ela dançar\nquebrando tudo, deixa ela dançar\nquebrando tudo, deixa ela dançar\nquebrando tudo, deixa ela dançar\n[mc ryan sp]\neu vou de miami blue\nhoje eu vou de juju\nsó pra trombar minha gata\nela mora na zona sul, mas pra trombar o tutu\nela vem arrumada\nbranquinha porta o cabelão\nsorriso, sorrisão e dá suas porcelana\ncarolina herrera é bom e o batom rosé da cor americana\nandei estudando essa canção pra você\nfui até a arte pra tentar me declarar\nmenina, quem sabe nós não pode namorar\ne na piqueia ela é animal e serve\numa transfusão de prazeres noturno\nela é linda e ela até segue o promete\nmas ela sabe que ela é de todo mundo\ntoma cuidado o tubarão vai te papar\ntoma cuidado o tubarão vai devorar\n[mc neguinho do itr]\nolha o tamanho da bunda dessa mina\nquando ela passa ela chama a atenção\nfica jogando, instigando o corpinho\njogando essa bunda na minha direção\nse eu te chamar você baila comigo\neu te chamei você disse tá bom\nsó se o gm no beat tiver comandando o som\nporque ela é braba, cada sentada dela é uma pancada\ne chegou chegando como não quer nada\ne acabou ganhando o coração do seu pretão\nporque ela é braba, cada sentada dela é uma pancada\ne chegou chegando como não quer nada\ne acabou ganhando o coração do seu pretão\nporque ela é braba, cada sentada dela é uma pancada\ne chegou chegando como não quer nada\ne acabou ganhando o coração do seu pretão\n[theus costa]\nela é incrível, essa bandida é de outro nível\nnão notar ela é impossível\nseu feitiço é irresistível\nde cima a baixo toda perfeita\neu de romeo ela de julieta\nna minha nave só tem dois lugares\nvou de carro ag buscar minha princesa\na minha maloqueira\na minha maloqueira, rainha da minha realeza\na minha maloqueira\na minha maloqueira, rainha da minha realeza\n[nego do borel]\ndj gm, rio de janeiro\nnego, nego, nego\nbom dia, como vai querida?\ncomo vai teu dia?\nhoje eu só quero paz\nnão quero briga, quero seu amor\nnão é caô, tô apaixonado por você\nfala pro seu pai que eu não bebo cerveja\nvou pra igreja, cara firmeza\nquando a gente beija, gosto de cereja\nvai até o dia amanhecer\nfala pra ele que eu sou\nquem te traz café na cama\nquem é o cara que te ama\no nego te faz tão bem \nfala pra ele que eu sou\nquem te traz café na cama\nquem é o cara que te ama\no nego te faz tão bem\n"
MC Paulin da Capital,Conselho de Irmão,"olha menor, pega a visão, escuta o que eu falo pra você\nsou de mó tempão, era da função, eu vi várias fita acontecer\nvi lado ruim, vi lado bom, vi malandro fraquejar na missão\nque foi na fita com os parceiros e deixou um pra trás baleado no chão\njá viu que a vida é loka zé, se apega em deus mais fé\nespera que ela um dia vai chegar\nvocê é merecedor, um cara de valor, espera sua estrela vai brilhar\nentão pega a visão, então pega a visão\nse tudo que eu falei foi bom\njoga fora o que é ruim, isso é conselho de irmão\nentão pega a visão, então pega a visão\nse tudo que eu falei foi bom\njoga fora o que é ruim, isso é conselho de irmão\nnunca desista dos sonhos não, isso é conselho de irmão\n"
MC Paulin da Capital,"Love Acústico Set DJ Totu (part. Lele JP, Barone, Suh, Nathan ZK, CL e Andressinha)","apaixonado, ela me deixou apaixonado\ntoda vez que eu vou dar uns trago\no pensamento que vem no pote é o da linda morena\ntava na deprê meio morgado\nseu sorriso me deixou mais calmo\nsó de ver sua foto anima minha quarentena\nela joga ela dança sem pena tiktok ela causa problema\ntá cansada de ser enganada, com o papo furado desses cara\nquem ficar ganha na mega sena fortuna rara até de mais\né ela é o desespero dos rapaz\nela é o desespero dos rapaz\ne quem fica hoje não fica mais\nsorriso perfeito, estilo mandrake\nmoreno trajado mó breck, mó chave\namor chega pra cá, vamos deixar rolar\ne com dj totu clima vai esquentar\nvamo embrazar nesse som, curtir o nosso bailão\naté o dia amanhecer (yeah, é, é)\nse for pra ser, será, deixa acontecer\nvamos ver no que vai dar mas só depende de você\nse for pra ser será deixa acontecer\nvamos ver no que vai dar mas só depende de você yeah, yeah\nsó depende de você se for pra ser\nse for pra ser vai acontecer\nnão tem essa de será, porque eu faço valer\nsou difícil de lidar, mas tô caidinho em você\nnão sei se deixo passar a quarentena pra te ter\nfumo pra relaxar, tô louco pra me envolver\ncê viu que a melodia fez a gente se encontrar\npronto com a harmonia resplandeceu o meu sorriso\nfiz um decreto, se esse som estourar\nvou tatuar o símbolo do infinito\neu estourei no norte pois quem pode\npode vai avisa lá é o lele no toque\nnão se engana não que roupa é só decorte\no hype é toda dela rainha do tiktok\neu estourei no norte pois quem pode\npode vai avisa lá é o lele no toque\nnão se engana não que roupa é só decorte\no hype é toda dela rainha do tiktok\neu fico até sem palavras pra te exaltar\nem qualquer momento eu posso contar\nela é mó responsa, um pouco brabona\nde um jeito louco nós dois se ama\n365 dias pra nós dois é pouco\nvou confessar tu me deixa louco\nvamo até o amanhecer (vai baby)\nentão desce pra mim vai, vai, mozão\nno beat faz tudum no chão\ne pra completar ela é foda na cama\nme beija, me arranha, não tem jeito não\nentão desce pra mim vai, vai, mozão no beat\nfaz tudum no chão e pra completar ela é foda na cama\nme beija, me arranha, não tem jeito não\ne não tem jeito não\né o dj totu, na produção\nno bem e bom só tava eu e ela\nsai do leblon e brota na favela\neu tenho um pouco nóis junta um troco\nmas meu conforto é nos braços dela\nescutando um som que tá muito bom\né meu ponto de paz\ntu rebola sambando e jogando pra trás\neu sei que essa bunda é o que me ganha\nquero sorrisos, não quero fama\ngasto uma grana pra ter solidão\nse for fazer faça de coração\nsenta desce com vontade, quica, viva a liberdade\npensa nas possibilidade se nóis não der certo\neu vou viver de sacanagem\nsenta e desce com vontade, quica, viva a liberdade\npensa nas possibilidade se nós não der certo\neu vou viver de sacanagem\nesse é o dj totu ai, ai, ai, ai, ai\ntô na minha favela na comunidade\nse você quiser eu te busco mais tarde\ndepois do meu plantão pra nós fumar um balão\nfica mec mec na visão da laje\nde camisa do flamengo, pistola no porte\nela é minha dama e vai portar minha glock\nentão não sai daqui, fica aqui\nquando tá por cima, eu me sinto mais forte que o megazord\ntoma porradão, toma, toma porradão\ntoma porradão, toma, toma porradão\njá sarrou na minha glockada na minha 9 cromada\nhoje tá roçando a bunda na 40 de pentão\nque ela é maluca, não sabe o que quer\nela é surtada mais é minha mulher\nmesmo com raiva não perde o encanto\npor isso que eu nunca canso de dizer que eu te amo\ntô nem ai o que os outros vão falar\nnão me dão nada mais sei que quer me atrasar\npode parecer que a gente briga por bobeira\nmas nenhuma outra comigo foi verdadeira\nminha de fé, meu melhor abrigo\nmeu maior tesouro, mãe dos meus filhos\ne eu que cheguei aqui\nlogo fui pra tua procura mas eu não te vi\nserá que tu tá longe ou será que tu tá perto\nse eu cantar essa canção cê é capaz de ouvir\nse vai continuar assim\nnão me engana não, nem vem de papin\nque eu sou do papo reto\nentão nego fica esperto\nse brotar na minha base vou te roubar pra mim\nse não for, tento de novo, de novo, de novo\nde novo\nquem eu sou, cê perguntou de novo\nde novo, de novo, de novo\nse não for, vou te buscar de novo\nde novo, de novo, de novo\nquem eu sou vou te falar de novo\nde novo, de novo\neu já sabia desde o primeiro selinho\naquele tempão que a gente era pequeninin\nfoi numa brincadeira no verdade desafio\nera tarde linda mas acho que tava frio\neu te abracei pra te esquentar\nmas nem liguei fui te beijar\naté me borrou com batom, mas nem liguei tava tão bom\nlembra quando eu andava nos meus bode né?\nhoje tu pilota minha hoho, usa meus cordão\nvê se pode né, você pode sim você é minha mulher\nlembra quando eu andava nos meus bode né?\nhoje tu pilota minha hoho, usa meus cordão\nvê se pode né, você pode sim, você é minha mulher\n(merecedora de fé)\neu sou malandro, mas tô quebrado\ne mesmo assim ela me quer, do seu lado\neu tô sem dinheiro, pra sair de casa\nela chama um uber, e vou na caça\nda minha princesa mas melhor donzela\nporque é do condomínio, eu sou da favela\nela toda paty, tá fazendo a presa\npaga também o rango, que mulher é essa\neu te falei que tudo ia mudar\nolha só como a gente tá bem\neu e você indo pra lá pra cá\nvocê na garupa da minha 1100\nmas eu prometo nunca te deixar\nnosso amor já foi além\nnem essa letra pode explicar\nmuito menos as notas de cem\n"
MC Paulin da Capital,Acredita,"quando te falarem que você não vai vencer\npode ter certeza que isso tudo é mentira\ndeposite a fé no poderoso pra tu ver\nque ele orienta é abençoa a tua vida\nse tiver perdido é só você ligar pra ele\nparece que não, mas ele sempre tá te ouvindo\ntá ouvindo a preces desses maloqueiros\nacredita naquele que sempre te deu a mão\nnaquele que sempre deu proteção, senhor\nacredita naquele que sempre te deu valor\nnaquele que sempre te ajudou, senhor\nacredita!\nacredita naquele que sempre te deu a mão\nnaquele que sempre deu proteção, senhor\nacredita naquele que sempre te deu valor\nnaquele que sempre te ajudou, senhor\nacredita!\nquando te falarem que você não vai vencer\npode ter certeza que isso tudo é mentira\ndeposite a fé no poderoso pra tu ver\nque ele orienta é abençoa a tua vida\nse tiver perdido é só você ligar pra ele\nparece que não, mas ele sempre tá te ouvindo\ntá ouvindo a preces desses maloqueiros\nacredita naquele que sempre te deu a mão\nnaquele que sempre deu proteção, senhor\nacredita naquele que sempre te deu valor\nnaquele que sempre te ajudou, senhor\nacredita!\nacredita naquele que sempre te deu a mão\nnaquele que sempre deu proteção, senhor\nacredita naquele que sempre te deu valor\nnaquele que sempre te ajudou, senhor\nacredita!\n"
MC Paulin da Capital,Tiger Triumph (part. MC Lemos),"é que ela sempre fura a lupa\nquando nosso bonde passa\nmiliduke, tiger triumph\nna garupa que nós embaça\neu tô chaviando de quebra\nencostar na banca, fazer fumaça\nnós é os moleque do problema\nelas avista e vêm de graça\nnós é o trampo e nós não treme\nnós bota a cara e nós não corre\nquer bater de frente, mister m?\npeita pra ver se a firma é forte\ndesacreditou do meu talento\nhoje prova do seu veneno\nsurtado, você tá se mordendo\nporque não atura nem fodendo\nsurtado, você tá se mordendo\nporque não atura nem fodendo\né que ela sempre fura a lupa\nquando nosso bonde passa\nmiliduke, tiger triumph\nna garupa que nós embaça\neu tô chaviando de quebra\nencostar na banca, fazer fumaça\nnós é os moleque do problema\nelas avista e vêm de graça\né que ela sempre fura a lupa\nquando nosso bonde passa\nmiliduke, tiger triumph\nna garupa que nós embaça\neu tô chaviando de quebra\nencostar na banca, fazer fumaça\nnós é os moleque do problema\nelas avista e já quer graça\nnós é os moleque do problema\nelas avista e já quer de graça\n(e aí, ck?) nós é os moleque do problema\n(mais um som de maloka, certo?) elas avista e já quer graça\nnós é o trampo e nós não treme\nnós bota a cara e nós não corre\nquer bater de frente, mister m?\npeita pra ver se a firma é forte\ndesacreditou do meu talento\nhoje prova do seu veneno\nsurtado, você tá se mordendo\nporque não atura nem fodendo\nsurtado, você tá se mordendo\nporque não atura nem fodendo\né que ela sempre fura a lupa\nquando nosso bonde passa\nmiliduke, tiger triumph\nna garupa que nós embaça\neu tô chaviando de quebra\nencostar na banca, fazer fumaça\nnós é os moleque do problema\nelas já avista e já quer graça\né que ela sempre fura a lupa\nquando nosso bonde passa\nmiliduke, tiger triumph\nna garupa que nós embaça\neu tô chaviando de quebra\nencostar na banca, fazer fumaça\nnós é os moleque do problema\nelas avista e vêm de graça\nnós é os moleque do problema\nelas avista e vem de graça\n(e aí, ck?) nós é os moleque do problema\n(mais um som de maloka, certo?) elas avista e vem de graça\n"
MC Paulin da Capital,"QUEBRADAS (part. MC Lipi, MC Cabelinho e DJ GM)","(diretamente)\n(estúdio love funk)\n[mc paulin da capital]\ne aí, dj gm?\nque é o mandrake, mandrake na voz!\n(é foda, porra)\nprimeiramente, um salve pra minha quebrada\njardim três marias, só moleque louco\naqui tem artista, jogador e criminoso\né perto do itaquera, da cohab, barro branco\nno pacarana é o quintal dos corintiano\nx do morro, cangaíba, caixa d'água\nnesses pedaços a atividade é dobrada\nna tiradentes, na trinta e na sorte\nos molecão gosta de dar pinote\ne no pantanal só mano mil grau\nvila jacuí, jardim buriti, zona leste, capital\né minha raiz (é minha raiz)\né minha raiz (é minha raiz)\nfundão, capão, zona sul no coração\nnorte, oeste, zaki narchi, vila ede\ne dessa eu não me esqueço\nsaudades, maloqueiro\nesquece, fi! essa é a quebrada do kevin\nprogresso, vitória, sucesso\no gueto foi o berço de onde eu vim\npor isso eu represento 100% a quebrada onde eu nasci, é\nprogresso, vitória, sucesso\no gueto foi o berço de onde eu vim\npor isso eu represento 100% a quebrada onde eu nasci\n[mc lipi]\num salve, salve pra todos maloqueiro\ne a humildade é a chave dos verdadeiro\nmuitos não sabem do nosso sofrimento\nmas só entende quem sobrevive no gueto\nda ponte pra cá é diferente, a realidade é diferente\nvários sonhador com sede de brilhar\nsobreviventes, vários virou crente\nuns tá no farol e outros preferiu roubar\nolha nós, olha quem diria\ninspirando as periferia\ndeus pilotando a minha vida\ne eu pilotando as nave linda\nvou na paz, sou gigante, eu sou leão\njá errei, já pequei, mas pedi perdão\ndeus conhece quem tem um bom coração\nvida longa aos bons!\n[mc paulin da capital]\nprogresso, vitória, sucesso\no gueto foi o berço de onde eu vim\npor isso eu represento 100% a quebrada onde eu nasci, é\nprogresso, vitória, sucesso\no gueto foi o berço de onde eu vim\npor isso eu represento 100% a quebrada onde eu nasci\n[mc cabelinho]\nmenor, essa altura do campeonato\nnós sabe quem tá mandado\nnós já sabe quem é quem (sabe quem é quem)\nsem leme pra invejoso e recalcado\nbaba ovo do caralho e tá de olho em que nós tem\ne essas mina acha que me engana\ntodas elas explana e fica se enchendo de esperança\npor isso que não tem minha confiança\nmeu caso com vocês não é mais nada além da cama\na falsidade hoje em dia não me surpreende\nvários fala mal, mas nunca na minha frente\ntem coisas que acontece que nós nunca entende\nchega a ser engraçado: me critica e rende\num favelado de bm, com pedra de brilhante na corrente\neu sei que incomoda muita gente\nminha família bem melhor agora\nmãe, te amo muito, minha vida pela senhora, fé\ncabelinho vivendo tudo que sonhou\ncomprar tudo que quer sem perguntar o valor\npode avisar aí que eu tô daqui\nmais uma vez fazendo um feat inédito\n[mc paulin da capital]\nprogresso, vitória, sucesso\no gueto foi o berço de onde eu vim\npor isso eu represento 100% a quebrada onde eu nasci, é\nprogresso, vitória, sucesso\no gueto foi o berço de onde eu vim\npor isso eu represento 100% a quebrada onde eu nasci\n(é o gm no beat, emplacando mais uma!)\n"
MC Paulin da Capital,Foi Por Pouco,"sou pretin, cabelin, enroladin, moro logo ali\ne os vizin, zé povin, tudo me conhece\nmuitos falaram que eu não iria passar dos 14\ne agora em 2022 eu faço 27\ncom fé em deus com pé no chão\nmoleque bom, de coração, esse merece hein!\nveio do fundão da zona leste conquistando tudo\nfoi pra frente mas não esqueceu do fundo\ndo povo sofrido da periferia\nprecisamos de atenção\ne todo dia eu oro e todo dia eu peço\nque arrume um remédio e cure essa nação\ndo povo sofrido da periferia\nprecisamos de atenção\ne todo dia eu oro e todo dia eu peço\nque arrume um remédio e cure essa nação\nai, foi por pouco\nmesmo sofrendo tá com um sorriso no rosto\no vira-lata fez a prata virar ouro\nai, foi por pouco\nmesmo sofrendo tá com um sorriso no rosto\no vira-lata fez a prata virar ouro\n"
MC Paulin da Capital,Quem Me Protege Não Dorme (part. L7NNON e Papatinho),"[mc paulin da capital]\nl7, papatinho, paulin da capital\nesqueceram do povo do gueto\nmas a minha favela tá pedindo paz\ntá pedindo paz\nesqueceram do povo do gueto\nmas a minha favela tá pedindo paz\ntá pedindo paz\ntá vendo aí\ninfelizmente você vale o que tem\nmuitos corrompem pela nota de cem\nvários te abraçam\nmas não quer te ver bem\nmas não sou assim\nsou pobre louco\npassei sufoco\njuro, não foi pouco\ne só lamento pra quem perdeu tempo\ncom o meu talento hoje nós tá no topo\nmo tempão que eu tava tentando lançar esse meu foguetão\ncondição, não tava tendo\nmas mantive a disposição\nmo tempão que eu tava tentando lançar esse meu foguetão\ncondição, não tava tendo\nmas mantive a disposição\n[l7nnon]\ndisseram que era impossível\nmas quem me protege não dorme, ahn\ntempo não para\npassei pra dizer que tudo que planta tu colhe\nquem me promete não falha\nconquistei tudo que eu tenho sem ter que pegar no revólver, botei a cara\nquem tava junto no pouco\ntambém vai tá junto no muito, medo de nada\nmó tempão, sabia que eu ia chegar, foi joelho no chão\ngratidão, agradeço minha coroa pelas oração\nminha visão, mermo no pouco nós divide o último pão\npode demorar, mas deus conhece o coração\n[mc paulin da capital]\nmó tempão que eu tava tentando lançar esse meu foguetão\ncondição, não tava tendo\nmas mantive a disposição\nmo tempão que eu tava tentando lançar esse meu foguetão\ncondição, não tava tendo\nmas mantive a disposição\ndisposição\ndisposição esse tempo todo ne\nporra parceiro, foi lutas e lutas, quanto a gente lutou\ne outra o difícil num é ser impossível, e se fosse fácil era pra qualquer um\nfé em deus\nmais um maloqueiro suspeito\nmais um morador do gueto\na bala sempre sobra pro preto\nmas eu quero paz\nmais um maloqueiro suspeito\nmais um morador do gueto\na bala sempre sobra pro preto\nmas eu quero paz\n"
Gaab,Me Negaram Amor (part. MC Davi e Cynthia Luz),"[mc davi]\nolha o que você falou esses dias assim\neu não quero mais, esse é o nosso fim\nque você só quer sair, quer aproveitar\nsolteira e ser feliz, beber com as amigas\nsinto que tu se arrependeu, assunto quer puxar\no amor não venceu, eu vou me afastar\neu vou me afastar\neu vou me afastar\neu vou me afastar\nentão me faça um favor, quando você for\napague meu número, não ligue mais\nque eu vou tocar o terror, me negaram amor\neu só vou sorrindo, se fodeu se vim pedindo mais\nentão faça um favor, quando você for\napague meu número, não ligue mais\nnão volte atrás, não volte atrás, não\neu vou tocar o terror, me negaram amor\n(eu só vou sorrindo, se perdeu)\n[gaab]\nolha o que você falou\ndepois que acabou o meu amor\ndepois de decretar o nosso fim\ndepois de meter mó marra\ndepois de jogar na minha cara\neu te fiz tudo e foi nada\nvocê tá forçando a barra\ntoma duas dozinha, fica louquinha\nquer beijar a minha boca\nsai dessa brisa, assanhadinha\npara de graça, coloca a roupa\nentão me faça um favor, quando você for\napague meu número, não ligue mais\nque eu vou tocar o terror, me negaram amor\neu só vou sorrindo, se fodeu se vim pedindo mais\npedindo mais, pedindo mais\nse fodeu se vim pedindo mais\npedindo mais, pedindo mais\nvocê se fodeu se vim pedindo mais\npedindo mais, pedindo mais (yeh)\nvocê se fodeu se vim pedindo mais\npedindo mais (aiaiai, aiaiai)\n[cynthia luz]\neu vi a cena toda, olhei pra sua cara\nsenti uma coisa boa, mas eu tô saindo fora\ntem beijo que, se gruda, não solta, eu vou deixar meu corpo suar\nperdemos tempo e eu não quero que pense que eu vou voltar\no melhor de mim se teve né? o meu sorrisinho tão leve, é\nvocê gosta de mentir pra mim, mas eu já tô longe da sua\nentão me faça um favor, quando você for\napague meu número, não me ligue mais\neu vou tocar o terror, me negaram amor\neu só vou sorrindo, se fodeu se vim pedindo mais\n[gaab, mc davi e cynthia luz]\nentão me faça um favor, quando você for\napague meu número, não ligue mais\nque eu vou tocar o terror, me negaram amor\neu só vou sorrindo, se fodeu se vim pedindo mais\n[gaab]\npedindo mais, pedindo mais\nse fodeu se vim pedindo mais\npedindo mais, pedindo mais\nvocê se fodeu se vim pedindo mais\npedindo mais, pedindo mais (yeh)\nvocê se fodeu se vim pedindo mais\npedindo mais (aiaiai, aiaiai)\n"
Gaab,Para/Vai Passar (part. Rodriguinho),"para de dizer que você me quer longe\nse eu ainda vivo no seu coração\npara de fingir que seu olhar não mente\ndá pra ver nos olhos sua intenção\nsei que quer o meu amor e quer se entregar\nmas esse mundo é louco e ninguém mais sabe amar\neu não quero te iludir, eu só quero te mostrar\nque aqui é bem melhor, do meu lado é seu lugar\nentão para de querer se enganar\nsei que foge que é pra não se machucar\nentão para de querer se enganar\nsei que foge que é pra não se machucar\ndá uma chance pra mim\nsei que você tá afim\nsei que quer sentir o meu sabor\npara de brincar com o nosso amor\ndá uma chance pra mim\nsei que você tá afim\nsei que quer sentir o meu sabor\npara de brincar com o nosso amor\nexclui seu celular, esqueci a sua rua\ncomo fui me apaixonar por alguém tão filha da...?!\nmas isso vai, vai, vai, vai, vai, vai, vai passar\nvocê sabe bem que eu não tô bem, mas vou ficar\nsei que isso vai, vai, vai, vai, vai, vai, vai passar\nsei que eu não tô bem, mas vou ficar\nquantas vezes eu tentei ver o lado bom das coisas\nsó pra não deixar você\neu nasci pra ser feliz\neu não quero ser refém das boas memórias\nchega de adiar\nnão tem mais solução\nnão posso deixar alguém\ntomar meu papel e escrever a minha história\npara de brincar com o nosso amor\npara de brincar com o nosso amor\n"
Gaab,Sem Você Aqui,"não faz assim, eu sei que agi errado\nme sinto culpado por te machucar\nolha pra mim, eu sou um ser humano\ncomo qualquer outro, tenho o direito de errar\na distância entre a gente me fez entender\nse um dia eu já fui feliz, foi com você\nsei que eu demorei pra acordar\nque talvez você nem vai voltar, mas eu quero falar\nsem você aqui perdeu a graça\nmetade de mim tá com você\nsem você aqui eu não sou nada\nsem você eu não sei o que fazer\nsem você aqui eu tô me perdendo\nvem me resgatar, volta enquanto é tempo\nsem você aqui tá doendo tanto\neu já chorei demais, vivo te esperando\nsem você aqui\nsem você aqui\nsem você aqui\nsem você aqui\na distância entre a gente me fez entender\nse um dia eu já fui feliz, foi com você\nsei que eu demorei pra acordar\nque talvez você nem vai voltar, mas eu quero falar\nsem você aqui perdeu a graça\nmetade de mim tá com você\nsem você aqui eu não sou nada\nsem você eu não sei o que fazer\nsem você aqui eu tô me perdendo\nvem me resgatar, volta enquanto é tempo\nsem você aqui tá doendo tanto\neu já chorei demais, vivo te esperando\n"
