artist,song_title,lyrics
Casa de Farinha,Maria e Lampião,"vi a poeira subindo\nlá no meio do roçado\nvi um povo tão sofrido\npelo sol tão castigado\nai, ai, ai, ai.......\nencontrei maria bonita\nno sertão sem direção\nno meio da caatinga \nencontrei com lampião\nai,ai,ai,ai......\nno meio de tanta guerra\nno meio dessa aflição\nera maria bonita \no amor de lampião\nai,ai,ai,ai.........\ncaminhei com o corisco\nconversei com a dada\ne a história dessa gente\na viola vai cantar\nai,ai,ai,ai......\n"
Casa de Farinha,Canto do Berimbau,"canto do berimbau\n(letra e música: andréa siqueira)\njoga pra eu ver\njoga pra eu ver capoeira\nseu jogo de rei\no jogo do capoeira\né uma dança é uma ginga\no jogo do capoeira\né uma luta é mandinga\njoga pra eu ver\njoga pra eu ver capoeira\nseu jogo de rei\nberimbau esta cantando\ncom este povo bonito\nberimbau esta chorando\ncom esse povo aflito\nberimbau esta pedindo\nvida, vida e liberdade\nnegro, branco, amarelo, camará\nlutam por igualdade.\n"
Casa de Farinha,Boi do Encoberto,na praia de lençóis\num touro negro apareceu\nele é rei sebastião\ne vem brindar o povo seu\neste rei é santo\nfoi morar no mar\nvai desencantar \ne subir pra nos salvar\no rei sebastião\nele é grande guerreiro\nquando baixa em seu cavalo\nele estremece o terreiro\neste rei é santo\nfoi morar no mar\nvai desencantar \ne subir pra nos salvar\n
Casa de Farinha,Boa Noite Povo/ Gogó da Ema/ Eu Vi o Mar,"boa noite povo que eu cheguei\nmais uma vez apresentar meu baiana\neu vou cantar com muita alegria\nvou apresentar é pra baiana da maria\nquando o gogó da ema caiu\neu não tava em maceió não \nfoi uma grande emoção que o povo de lá sentiu\no gogó da ema eu vou fazer\ntodo de cimento armado\nresponde baiana amada\npra alegrar a beira mar \ncom areia, tijolo, pedra e cal\nvou gastar todo dinheiro\neu vou chamar o pedreiro\npara no gogó trabaiá\ne na torre eu vou mandar botar\në um letreiro bem feito\ncom o nome do prefeito\npara a mestra não desmanchar\neu vi o mar\nvi barcaça e vi canoa\nlá na beira da lagoa\neu avistei o marechal\neu vou cantar nos estados do brasil\neu só ando por aqui\nporque mandaram me chamar.\n"
Casa de Farinha,Pé de Manaca,"sentada na sombra de um pé de manacá\ntava esperando, esperando tu chegar\ntava esperando, esperando tu chegar\neu só queria, queria te contar\no que meus olhos viram\na riqueza e a pobreza\nalegria e a tristeza\npor este mundo a passar\nsentada na sombra de um pé de manacá\ntava esperando, esperando tu chegar\ntava esperando, esperando tu chegar\nminha mãe contou que a chuva lava a alma\nleva tudo embora\nos amores e as dores\na lembrança e a saudade\npor este mundo a passar\nsentada na sombra de um pé de manacá\ntava esperando, esperando tu chegar\ntava esperando, esperando tu chegar\nna vida a gente sofre\nna morte a gente chora\nmas na festa do divino\nvou dançando e cantando\nvou tocando e alegrando\npor este mundo a passar\nsentada na sombra de um pé de manacá\ntava esperando, esperando tu chegar\ntava esperando, esperando tu chegar\neu só queria, queria te contar\no que meus olhos viram\na chuva há de lavar\nna vida ou na morte\npor este mundo a passar\n"
Casa de Farinha,Dona Dedé,"panela de barro e colher de pau\ndona dedé pega esse avental\neu vou, eu vou, eu vou\nporque dona dedé convidou\ndona dedé cozinha mal\nmas lá o prato é só um real\nna dona dedé até o sal \né no pote do nescau \npanela de barro e colher de pau\ndona dedé pega esse avental\neu vou, eu vou, eu vou\nporque dona dedé convidou\narroz com feijão\ntutu camarão\nbuchada, piqui, tucupi e pinhão\ndançando em brasília até o maranhão\ndona dedé ensinou sua canção\npanela de barro e colher de pau\ndona dedé pega esse avental\neu vou, eu vou, eu vou\nporque dona dedé convidou\ndona dedé dança de avental\nrodopiando com a colher de pau\nai ninguém lembra do nescau \nou se ela cozinha mal\npanela de barro e colher de pau\ndona dedé pega esse avental\neu vou, eu vou, eu vou\nporque dona dedé convidou\n"
Casa de Farinha,Eu Acredito,eu acredito\nna poesia do meu povo brasileiro\neu acredito\nna folia do meu povo mandingueiro\neu acredito\nna levada da zabumba\nno rebolar da morena\ne no swing do pandeiro\neu acredito\nna loucura dos meninos\nno samba da minha terra\ne no forró lá de monteiro\neu acredito\nno martelo alagoano\nno frevo pernambucano\nna rede que balança\nna sombra da umburana\nao som do maracatu\ne no amor de bastiana \neu acredito sinhá\neu acredito sinhá\neu acredito sinhá\neu acredito sinhá\n
Casa de Farinha,Canto das Fiandeiras,"a roda que eu fio nela\nô baiana, ô ia, iá\né só eu que ponho a mão, \nô baiana, ô ia, ia\nou então minha cunhada \nô baiana, ô ia, ia\nque é muié do meu irmão\nô baiana, ô ia, ia\nas panelas lá de dentro \nô baiana, ô ia, ia\nta frevendo numa lida\nô baiana, ô ia, ia\numa de boca pra baixo\nô baiana, ô ia, ia\noutra de fundo pra riba\nô baiana, ô ia, ia\nminha boca ta com fome\nô baiana, ô ia, ia\nminha barriga quer comê\nô baiana, ô ia, ia\ncala a boca minha barriga\nô baiana, ô ia, ia\ndeixa as panela frevê\nô baiana, ô ia, ia\nsenhora dona da casa\nô baiana, ô ia, ia\npõe a cabeça na porta\nô baiana, ô ia, ia\nque eu quero lhe preguntá\nô baiana, ô ia, ia\nquantas galinha tem morta \nô baiana, ô ia, ia\nsenhora dona da casa\nô baiana, ô ia, ia\npor que ta tão triste assim\nô baiana, ô ia, ia\nse é por causa de seu bem\nô baiana, ô ia, ia\npros seus braço ele há de vir\nô baiana, ô ia, ia\na roda que eu fio nela \nô baiana, ô ia, ia\nsabe lê, sabe escrever\nô baiana, ô ia, ia\ntambém sabe me contar \nô baiana, ô ia, ia\nquanto custa um bem querer\nô baiana, ô ia, ia\nfia, fia minha roda\nô baiana, ô ia, ia\npra acaba com esse algodão\nô baiana, ô ia, ia\npra fazer muita roupinha\nô baiana, ô ia, ia\npra dona da fiação\nô baiana, ô ia, ia\n"
Casa de Farinha,Fulô,"""tá caindo fulô, ê, ta caindo fulô \ntá caindo fulô, ê, ta caindo fulô \nlá do céu cá na terra, ê ta caindo fulo""\nquem ouviu o meu cantar \num pouco me conheceu\nvou levar no coração\na fulô que tu me deu\n""tá caindo fulô, ê, ta caindo fulô \ntá caindo fulô, ê, ta caindo fulô \nlá do céu cá na terra, ê ta caindo fulo""\ne sempre que chega a hora\nde partir pra outro chão\ndeixo a tristeza de fora\ne canto minha louvação\n""tá caindo fulô, ê, ta caindo fulô \ntá caindo fulô, ê, ta caindo fulô \nlá do céu cá na terra, ê ta caindo fulo""(1)\neu não vou estar aqui\nmais nunca vou me esquecer\no calor que recebi\ndou de volta pra você \n""tá caindo fulô, ê, ta caindo fulô \ntá caindo fulô, ê, ta caindo fulô \nlá do céu cá na terra, ê ta caindo fulo""\nvou me embora, vou me embora\ndeixo aqui meu coração\nvou saindo em plena aurora\ndeixando fulô no chão\n""tá caindo fulô, ê, ta caindo fulô \ntá caindo fulô, ê, ta caindo fulô \nlá do céu cá na terra, ê ta caindo fulo""\n"
Mc Maiquinho,"Nós Não Ama, Nós Engana","nós não ama, nós engana\nnós não ama, nós engana\nmenti o tempo inteiro, até levar pra cama (2x)\noh novinha inocente,\nnão tá sabendo de nada\nexplanando pra favela\nque é minha namorada\nminha intenção é boa\nde malandro elas só fingem\ne a melhor coisa do mundo\né uma novinha virgem\neu digo que tô amando,\nela acha isso gostoso\nmas quando faço o trabalho\nme passo por mentiroso\nnós não ama, nós engana\nnós não ama, nós engana\nmenti o tempo inteiro\naté levar pra cama\n"
Mc Maiquinho,Safadeza,"eu vou te fazer mulher\nrealizo os seus desejos\nmais pra ficar gostosinho,vou começando pelo beijo\naliso sua perninha\num beijo no pescocinho\na sopro o seu ouvido\ndesço até o seu umbiguinho\npro clima ficar mas quente\nte jogo em cima da mesa\nhoje a casa tá fazia vamos fazer safadeza\nsafa,safa,safa,safadeza\nvai,vem na safadeza (2x)\nno quarto,na sala,no sofá,em cima da mesa\n"
Casa de Farinha,"Rei, ê Rei","rei, ê rei\nrei sebastião,\nrei, ê rei\nrei sebastião,\nquem desencantar lençóis\nvai abaixo o maranhão\nquem desencantar lençóis\nvai abaixo o maranhão\nandréa siqueira: vo\nclaudia daibert: voz\ndébora aquino: voz\nmarta carvalho: voz\nandré togni: bateria, ilú e cowbel\nlupa: conga\n"
MC B.O,O Crime É o Crime,"o crime é o crime e não o creme\ntransmito na palavra se liga truta faça sua caminhada\neu peço paz para todas as quebrada.(2x)\no bagulho de arrogante, se pah deselegante\ndiz que mete uns flagante, mete mala de asaltante\npor aii idéia de lóke, pra mim cachorro que late muito\nnao morde, e malandro que é malandro nao paga\nsimpatia nao agi com covardia, não a peliferia\nfaz o certo e nunca o errado, a disciplina quem errar\nvai ser coprado\no crime é o crime e não o creme\ntransmito na palavra se liga truta faça sua caminhada\neu peço paz para todas as quebrada.(2x)\neu peço paz para todas as quebrada.(2x).\n"
MC B.O,Louco e Doido,"pra curar sua paixão, tome um banho de chadon\npra curar sua amargura, jack daniel's cê mistura\ncontra dor de cutuvelo, red bull, vodka e gelo\nmas na falta de carinho vai chapar cerveja e vinho\nlouco, louco, louco, louco e doido e doido\nlouco, louco, louco, louco e doido e doido\nbalada, camarote, as gatas, dez mil no bolso\nas naves, os maloqueiro, uísque, gelo de coco\nnão me arrependo e se puder faço de novo\nagradeço a deus a vida que estou vivendo\na má fase já foi, o progresso tá crescendo\nentão vamos beber\noh, vamos comemorar\nno baile, de frente pro mar\nbaile de molequeiro é certeza que tem as top\ncordão de ouro, 212, armani e oakley\nquando chega no baile as nave é palhaçada\nporche, camaro, ix, captiva e sonata\nelas querem, eu sei que elas tão de doce\ntão doida de tequila e flesh, faz pose\ndepois tem love story, porque a noite promete\nostentação a vontes, vai, chuva de red\nlouco, louco, louco, louco e doido e doido\nlouco, louco, louco, louco e doido e doido\nbalada, camorote, as gatas, dez mil no bolso\nas naves, os maloqueiro, uísque, gelo de coco\n"
MC B.O,Cheguei de Porsche (part. MC Guizinho SP),"cheguei de porsche, tá!\nalguns mil pra gastar\nentão chorar pra que\nentão pra que chorar\nquando tudo acabar\nvem outra em seu lugar\nentão chorar pra que\nentão pra que chorar\nhoje em dia a vida mudou\na fase ruim evaporou\ne a coroa apoiou\no progresso a família pegou\neu passei de foguetão\nbate forte o coração\na fila andou, tu perdeu\nagora é só curtição\nhoje eu tô no bailão\ndinheiro e copo na mão\nas gatas da atenção\nrebola até o chão\n"
MC B.O,Vida Mudou,"pois é vida mudo nos não ta mais de a pé\nmeno ta de megane, r1 e santa fé\ndinheiro é bom  é tudo o que malandro que\nno baile rodeado de mulher\nto chegando na balada\njunto com a rapaziada\nfecha a área vip\ncamarote chama as gata\ntraz red bull com whisky\ngelo de coco\na putaria e o luxo\ncome solto eu to muito loco\npensa que é playboy\nmais e bandido de altbach\nno pulso e no pescoço\n18 quilate\naparelho  no sorriso\nto sem limite olha o kit,\nhollister ,armani\npolo play abercrombie e fitch\ndeixa o moleque passa\nvai desse da que la audi\nse tu cola do meu lado\ncom kit falso eu falo que é fraude\nnão sou snoop dogg, 50 cent\nou chris brown\nmais em qualquer lugar\nque eu chego as gata paga pau\npois é vida mudo nos não ta mais de a pé\nmeno  ta de megane, r1 e santa fé\ndinheiro é bom  é tudo o que malandro que\nno baile rodeado de mulher\n"
MC B.O,Gandaia,"desliga o celular, deixa o face em off,\nque o bonde vai embarca sem te hora pra voltar\nse tu não entendeu menti mete o loki, diz que\nvai trabalhar e não pode faltar, ela caiu\nno ponto do vigário, cordão de ouro,\nquasar da boticário, pega todas grife verão\nno armário, a lente da lupa combino com o camaro\ncamboriú, santa catarina ontem era cliente\nhoje sou dono da firma,\nmandei mensagem pra minha coroa ""te amo de verdade, to bem fica de boa""\nrefrão:\nhoje eu vou cai no mundo, com as nave\nque é um absurdo, do baile pra praia,\ngandaia, gandaia. 2x\ndo baile pra praia, gandaia, gandaia.\nno baile é areá vip camarote, na beira da praia\nnois tomando quiosque, o que tu quer?\nsaber nosso truque, amanhã meio-dia ta la no\nfacebook, camboriú, santa catarina,\nontem era cliente, hoje sou dono da firma,\nentão manda ai tem as melhores mina,\nna marginal a 120 eu entro no clima,\nrefrão:\nhoje eu vou cai no mundo, com as nave\nque é um absurdo, do baile pra praia,\ngandaia, gandaia. 2x\ndo baile pra praia, gandaia, gandaia.\n"
MC B.O,Combinação Perfeita (part. MC Juninho JR),"o foco é o verão, porque a missão foi concluída\njá pega a visão que o menorzão mudou de vida\ncasinha em acapulco, tá maluco, mansão top\nvuco vuco e eu de ferrari e de oakley\nas minas do fluxo gostosas, pegam marquinha\nnóis tá no quiosque jack daniels, caipirinha\nos bico pergunta: tá maluco, como pode?\nsó muleque novo de 66 e de porsche\nde vestido curto ela dança, ela dança\nnossa, que delícia, calma, tum tum tum\nmulher e dinheiro e a família tá satisfeita\npraia e resenha é a combinação perfeita\nde vestido curto ela dança, ela dança\nnossa, que delícia, calma, tum tum tum\nmulher e dinheiro e a família tá satisfeita\npraia e resenha é a combinação perfeita\n"
MC B.O,Não Quero Saber de Falso Amigo,"a sua falsa consideração\nfez tu se afogar\nno próprio poço de orgulho\nmais apesar de toda tiração\nme encontro firmão\nsó não dorme no meu barulho\nque deus não da asa cobra, e fato é não ditado\nfoi só questão de tempo para sua máscara cair\nnão quero ser o juiz, e nem o seu advogado\nporque o quê aqui tu fais, tu pagará aqui\né se a vida e uma escola, eu sou um aluno nerd\nobservando, não posso rimar contra maré\né na hora mais difícil que a gente se diverte\nnão volto atrás, porquê foguete não tem marcha ré\nnão quero saber de falso amigo, é nem quero saber de vagabunda\né disse que a vida ia mudar, a mente do bandido também muda\n"
MC B.O,Cai No Mundo,"eu sou b.o, cidade tiradentes\ndaqui a pouco eu to descendo pra praia de são vicente,\ncansei de amar, todo sufoco\nagora eu forgo de megane, absolut, agua de coco\nto de hilux cabine dupla ou de hornet ou r1 com a gata na garupa\ntem que porta me preparei\neu to de armani, broksfield, lacoste de polo play\nmoleque zica e enjoado, joga a juju no penteado\nseu perfume e importado\nbença minha mãe, te amo mais que tudo\npode durmi tranquila que hoje eu vou cai no mundo.\ncai no mundo, vo cai no mundo\narea vip, camarote as nave que para tudo\nvo cai no mundo, vo cai no mundo\ndinheiro e mulher gostosa na banca dos vagabundo (2x)\ndj colombia desenrola na cai\nbaile funk lotado eu marolado vai que vai\nsó não se iludi do meu sorriso\navisa pra mulher solteira vo ferver tô sem juizo.\na noite vai o dia vem, na noite o dinheiro vai de dia o dinheiro vem\na noite vai o dia vem, mas a balada continua na per noite com as neném.\ncai no mundo, vo cai no mundo\narea vip, camarote as nave que para tudo\nvo cai no mundo, vo cai no mundo\ndinheiro e mulher gostosa na banca dos vagabundo (2x)\n"
MC B.O,Zika da Balada,"é os mente blindada da quebrada que age sem emoção\nanda de audi, hornet, de juliet\ne as novinha morre do coração\ntem que ser zika da balada\nouro e prata destaca o aparelho\nandar de lacoste, de brooksfield\ne o gelo acompanha dama de vermelho\ne se hoje tem baile funk dj colombia no sampa e representa\nmc b.o na ideologia na putaria da cena arrebenta\nolha o bonde ta passando e a galera grita ei\nkit da onbongo, da quilksilver, wilk, lacoste e também polo play\noakley da cabeça aos pés puma disk é passado\ndalbuseiri ouro, dalva besouro\npra combinar com o adidas dourado\ne a rima ta estralando e o bonézinho de time\nse eu ando de nike ou de cyclone\nzé povin fala menino é do crime\neu mando um salve geral para todas as quebradas\ntamo junto parceiro vários serrilheiros\ntamo junto só mente blindada\né os mente blindada da quebrada que age sem emoção\nanda de audi, hornet, de juliet\ne as novinha morre do coração\ntem que ser zika da balada\nouro e prata destaca o aparelho\nandar de lacoste, de brooksfield\ne o gelo acompanha dama de vermelho\nse liga no papo que eu digo\ntem que ser tipo afeganistão\nandar bem arrumado, perfume importado\nbolso estufado de peixe sapão\nprimeiro adianto minha família, depois eu posso pensar\nse vou para o love de camarote ou se puxo o bonde lá pro boulevard\ne de mil e cem ela gama, e de capitva ela ama\nolha que convite bacana\no pit stop da noite vai ser na minha cama\ne de capitva ela ama, e de mil e cem ela gama\nolha que convite bacana\no pit stop da noite vai ser na minha cama\n"
Mr. Fia,esquadrão,"esquadrão da maldade quardiões da favelas,\n boladão voltamos,\n e assim retornamos,\n querreros da ira \nsó chapadão cruel 100% lesadão \nse liga irmão \nbis 2x\n  \nde novo bolado severo na rima esculacho \nperiferia sistema pesado oi demoro\nbis 2x\n"
Mr. Fia,Desce do Salto,"desce do salto, vê se me enxerga\nvocê é linda mas falta humildade\nnariz empinado, não quer dá bola\nme olha e finge que não olha\npassa por mim finge que nem me vê\nlogo depois me olha, pra mim não perceber\njá tô ligado que você me quer\njá tô ligado que você me quer\nse quer diz que não quer\ndar o braço a torcer\nvocê se amarra em mim, me amarro em você\nvocê mora na barra, eu moro na favela\na diferença social talvez seja um problema\nsuas amigas botam pilha agora\ndizendo pra você não me dá bola\ndesce do salto, vê se me enxerga\nvocê é linda mas falta humildade\nnariz empinado, não quer dá bola\nme olha e finge que não olha\ndesce do salto, vê se me enxerga\nvocê é linda mas falta humildade\nnariz empinado, não quer dá bola\nme olha e finge que não olha\npassa por mim finge que nem me vê\nlogo depois me olha, pra mim não perceber\njá tô ligado que você me quer\njá tô ligado que você me quer\nse quer diz que não quer\ndar o braço a torcer\nvocê se amarra em mim, me amarro em você\nvocê mora na barra, eu moro na favela\na diferença social talvez seja um problema\nsuas amigas botam pilha agora\ndizendo pra você não me dá bola\ndesce do salto, vê se me enxerga\nvocê é linda mas falta humildade\nnariz empinado, não quer dá bola\nme olha e finge que não olha\ndesce do salto, vê se me enxerga\nvocê é linda mas falta humildade\nnariz empinado, não quer dá bola\nme olha e finge que não olha\nme olha e finge que não olha\nme olha e finge que não olha\n"
MC B.O,Quem Diria,"é quem diria hein\nquem diria? eu de camaro dentro da periferia\ncom 10 mil no bolso rodiado de bandida\nsem simpatia nosso bond é correria\nquem diria hein...\nquem diria? eu de camaro dentro da periferia\ncom 10 mil no bolso rodiado de bandida\nsem simpatia nosso bond é correria\né quem diria hein\noi bota o nike no pé vo pro rolé o hyundai no volante\nela vem de christian audigier sabotage no auto falante\nporque a noite é dia e a correria constroi estrutura\nno clima da ostentação minha condição leva as gata a loucura\noi trâz os red pras nenem que hoje tem ousadia e swing\nlamborghini o bond tem tem a porsche modelo sporting\na flagrancia do pacco rabano sabe que é importada\na combinação perfeita meu geito bandido te deixa ecitada\nó.\ndo geito que o bond ta, só os parças no dia a dia\nisso sim que é forga de verdade luxa no iate com varias bandida\nentão\nquem diria? eu de camaro dentro da periferia\ncom 10 mil no bolso rodiado de bandida\nsem simpatia nosso bond é correria\nquem diria hein\nquem diria? eu de camaro dentro da periferia\ncom 10 mil no bolso rodiado de bandida\nsem simpatia nosso bond é correria\né quem diria hein...\né quem diria hein...\noi bota o nike no pé vo pro rolé o hyundai no volante\nela vem de christian audigier sabotage no auto falante\nporque a noite é dia e a correria constroi estrutura\nno clima da ostentação minha condição leva as gata a loucura\noi trâz os red pras nenem que hoje tem ousadia e swing\nlamborghini o bond tem tem a porsche modelo sporting\na flagrancia do pacco rabano sabe que é importada\na combinação perfeita meu geito bandido te deixa ecitada\nó.\ndo geito que o bond ta, só os parças no dia a dia\nisso sim que é forga de verdade luxa no iate com varias bandida\nentão...\nquem diria? eu de camaro dentro da periferia\ncom 10 mil no bolso rodiado de bandida\nsem simpatia nosso bond é correria\nquem diria hein\nquem diria? eu de camaro dentro da periferia\ncom 10 mil no bolso rodiado de bandida\nsem simpatia nosso bond é correria\né quem diria hein\nquem diria hein\n"
Mr. Fia,Curtir a balada,e vai descendo dançando\ne vai dançando descendo\ndesce até o chão\nao som do tamborzão\nfim de semana ela põe uma nova roupa\ndeu sete horas ela já se produz toda\nvai ao salão pra mexer no cabelo\npassa batom maquiagem se olha no espelho\nfaz a mão faz o pé é seu costume\nsempre antes do baile ir a manicure\ne quando chega no baile ouve tamborzão\ncomeça a rebolar vai descendo até o chão\nborra toda a maquiagem fica descabelada\npra ela agora só importa curtir a balada\ne vai descendo dançando\ne vai dançando descendo\ndesce até o chão\ne vai quebrando subindo subindo requebrando\nao som do tamborzão\n
Mr. Fia,Vixi,"vixi quanta treta aqui, vixi correria é nóis vixi,\nfamilia é nóis vixi, diretoria vixi, nois na fita então jão,\nvaladares tá firmão,\nmister fia no blindão,\nsem vacilação, vai vendo?.\nno dia a dia no convivio vejo muitas guerras, a bala\ncanta o coro come vacilou já era,\nvida bandida e mesma assim gerando sofrimento,\nquem não morreu tá na cadeia na rua tá mo veneno e na\nquebrada varias tretas fitas de mil grau,\nmas e foda se os homem pega os neguim passa mal,\na menorzada tá pensando que o crime e o creme na\nprofissao perigo mas um alvo dos pm,\nnão da camisa e nem prazer neguim paga pra ver\nintorpecente tá na mente\nna cinta a pt muitos no crime aqui vareja e logo toma\num chock não tem o dom caiu pra dentro querendo ibopy\na ficha cai cedo ou mais tarde caiu na real não\naguentou no arrebento fraquejou geral\nolhe pra cima e veja uma luz sobre você o\narrependimento\ne melhor que o sepultamento meu papo e reto não varia\nnão faz zum zm zum curva pra nois aqui e papo de\nformula um?\nvixi quanta treta aqui vixi, correria é nois vixi, familia é nois vixi,\ndiretoria vixi, nois na fita então joao\nvaladares tá firmao, mister fia no blindão, sem vacilação, vai vendo?!\n"
Mr. Fia,O Fascínio do Amor,"com ela eu descobri o fascinio do amor\na virtude de saber, que não mais verei a dor\neu andava tão carente, cheio de amor pra dar\nmais com as que me envolvi,não me, possibilitou\nama-las\nprocurei alguém assim, com as suas qualidades\nnão havia encontrado, com essa maturidade\nmas graças a deus, você então surgiu,\ncomo num raio de luz, trouxe paz pra minha vida\nhoje descobri, o que é o amor, é evitarmos a dor e dar\nvalor\npra aquela mulher que me faz partir seguro,\na mesma que me iluminou, quando eu estava no escuro,\nsem rumo.\nmas graças a deus, você então surgiu,\ncomo num raio de luz, trouxe paz pra minha vida\nanjo do amor, trouxe-me você\ntransbordando qualidades, és meu amor de verdade\nhoje descobri, o que é o amor, é evitarmos a dor e dar\nvalor\npra aquela mulher que me faz partir seguro,\na mesma que me iluminou, quando eu estava no escuro\nhoje descobri, o que é o amor, é evitarmos a dor e\ndarmos valor\npra aquela mulher que me faz partir seguro,\na mesma que me iluminou, quando eu estava no escuro,\nsem rumo.\n"
Mr. Fia,Amor Inimigo,era por judaria que ela estava do meu lado\nmulher de patrão de olho nos meus baratos\njurando me amar ao fazer amor comigo\nela dava firmeza correria no convívio\nmeu braço fiel tinha me dado o papo\nque ela armou para mim já tava tudo tramado\nnão imaginava judaria traição\nlogo meu amor desandou vacilação\nseu celular tocava ela corria pra atender\nconfidencial confesso que paguei pra ver\neu só registrava mas nunca acreditei\ncom pressentimento no tempo parei\nno dia seguinte eu e ela no barraco\neles invadiram armados e encapuzados\nmas quando fui pegar minha 9 em baixo do colchão\ntava na mão dela ela já ficou de cão\neu olhei pra ela chorando não acreditava\nantes de atirar ela cuspiu na minha cara\neu olhei pra ela chorando não acreditava\nantes de atirar ela cuspiu na minha cara\na minha hora chegou\nvida loka abala\no amor que eu a dei\nme pagou com rajada\nminha vida bandida reservava k.o\npensei nos inimigos e meu amor me matou\n
Mc Lano,UPP na Chatuba,"alô faustão, alô fb, alô mk\nalô macarrão, alô branquinho,\nalô ratinho, alô siele\naêee tão querendo colocar o pp na chatuba,\nvai se fuder viado porque na chatuba ja tem o upp\nna chatuba é upp olha só o papo é reto\nna chatuba é upp olha só o papo é reto\nupp é unidade do poder paralelo\np50, hk trovão, granada, nois tem a fap\ntem a m16 e a uzi lá do iraque,\nmais também tem p30 isso não é mistério\nna chatuba é unidade do poder paralelo\nna chatuba é unidade do poder paralelo\ndeixa eles vir vagabundo\ndeixa eles vir vagabundo\nalô faustão, alô fb, alô mk\nalô macarrão, alô branquinho,\nalô ratinho, alô siele\naêee tão querendo colocar o pp na chatuba,\nvai se fuder viado porque na chatuba ja tem o upp\nna chatuba é upp olha só o papo é reto\nna chatuba é upp olha só o papo é reto\nupp é unidade do poder paralelo\np50, hk trovão, granada, nois tem a fap\ntem a m16 e a uzi lá do iraque,\nmais também tem p30 isso não é mistério\nna chatuba é unidade do poder paralelo\nna chatuba é unidade do poder paralelo\ndeixa eles vir vagabundo\ndeixa eles vir vagabundo\n"
Mr. Fia,A Paz é Meu Troféu,"eu fui preso, porque eu fui traído\npelo meu grande amor e pelo melhor amigo\nperdoa deus,  sei que não era a saída\nsofri, me arrependi, tirei duas vidas (oh deus)\nfoi de impulso que matei aquele amigo\nque nada se tornou um tremendo traidor\npagou de amigo, mas nas costa apunhalava\nficava com a minha amada e o sistema embaçou\ndesde de moleque, sempre fomos bons amigos\nmas foi debaixo dos panos que ele se revelou\neu a amava, mas eles deixaram falhas\neu que já desconfiava, essa fita peguei\nmeti a mão, descarreguei o pente\nmeu sangue estava quente\nmano, eu nem quis saber\na traição eu não pude suportar\nna neurose eu atirei, eles caíram abraçados.\neu fui preso, porque eu fui traído\npelo meu grande amor e pelo melhor amigo\nperdoa deus, sei que não era a saída\nsofri me arrependi tirei duas vidas (oh deus)\narrependido, hoje eu olho pro céu\no senhor é minha saída e a paz é meu troféu\nliberdade cantou, com fé em deus eu vou\nmudar a minha vida, pras grades nunca mais vou voltar\n"
Mc Lano,De Peito Aberto,"os que confiam no senhor são como uns monte de cião\nque não se abalam mas permanecem para sempre\nnão me julgue para não ser julgado se não á provas não\ná condenação essa é a minha história mais um injustiçado\neu de peito aberto tô aqui mais uma vez\ndou papo reto comigo não tem talvez\nquando estou certo eu tô na luta até o fim\ndou um boi pra não entrar uma boiada pra\nnaum sair\nmesmo ferido cruelmente justiçado eu tô\ntranquilo deus é o meu advogado sei que a inveja\nmaldade, perseguição ai meu deus ele é fiel\ne cai por terra maldição desde criança nada foi\nfácil pra mim perseverança com esperança reunir\ndinheiro vai mais fica a dignidade igual meu pai preservo\nminha honestidade foi na pobreza que descobri\na nobreza e da riqueza só inveja e a vareza\ne dessa vida só me resta uma certeza tu vale o que\ntem é grana status ou beleza\ndo meu trabalho minha história eu construir\ntem recalcado querendo me destruir me julgue\nprovas aponta ai um rastro meu falar de mim é\nfácil o difícil é ser eu\nfé em deus\nsigo de cabeça erguida sem nada a temer\né um livro aberto a minha vida e você pode ler\nporque eu não vô fugir eu não vô me esconder\nolho grande e inveja só vem pra me fortalecer\nsigo de cabeça erguida sem nada temer\né um livro aberto a minha vida e você pode ler\nporque não vô fugir não vô me esconder\nquem me conhecê vai ficar quem não conhecê\nvai correr\n"
